"","contact_serial_no","infant_serial_no","contact_age","contact_time"
"3431","4C-13-039-05","4C-13-039",58,2
"3432","4C-13-039-06","4C-13-039",57,2
"3433","4C-13-039-07","4C-13-039",30,2
"3434","4C-13-040-01","4C-13-040",27,3
"3435","4C-13-040-02","4C-13-040",33,2
"3436","4C-13-040-03","4C-13-040",4,3
"3437","4C-13-041-01","4C-13-041",65,3
"3438","4C-13-041-02","4C-13-041",35,3
"3439","4C-13-041-03","4C-13-041",36,2
"3440","4C-13-041-04","4C-13-041",65,2
"3441","4C-13-042-01","4C-13-042",28,3
"3442","4C-13-042-02","4C-13-042",32,3
"3443","4C-13-042-03","4C-13-042",54,3
"3444","4C-13-042-04","4C-13-042",26,2
"3445","4C-13-043-01","4C-13-043",24,3
"3446","4C-13-043-02","4C-13-043",26,3
"3447","4C-13-043-03","4C-13-043",65,2
"3448","4C-13-043-04","4C-13-043",22,3
"3449","4C-13-044-01","4C-13-044",35,3
"3450","4C-13-044-02","4C-13-044",43,3
"3451","4C-13-044-03","4C-13-044",56,3
"3452","4C-13-044-04","4C-13-044",11,3
"3453","4C-13-045-01","4C-13-045",57,3
"3454","4C-13-045-02","4C-13-045",34,3
"3455","4C-13-045-03","4C-13-045",40,3
"3456","4C-13-046-01","4C-13-046",33,3
"3457","4C-13-046-02","4C-13-046",33,2
"3458","4C-13-046-03","4C-13-046",55,2
"3459","4C-13-046-04","4C-13-046",56,2
"3460","4C-13-046-05","4C-13-046",4,2
"3461","4C-13-047-01","4C-13-047",43,3
"3462","4C-13-047-02","4C-13-047",70,3
"3463","4C-13-047-03","4C-13-047",45,2
"3464","4C-13-047-04","4C-13-047",5,2
"3465","4C-13-048-01","4C-13-048",25,3
"3466","4C-13-048-02","4C-13-048",30,3
"3467","4C-13-049-01","4C-13-049",29,3
"3468","4C-13-049-02","4C-13-049",47,2
"3469","4C-13-049-03","4C-13-049",30,2
"3470","4C-13-049-04","4C-13-049",0,2
"3471","4C-13-050-01","4C-13-050",34,3
"3472","4C-13-050-02","4C-13-050",36,3
"3473","4C-13-050-03","4C-13-050",9,2
"3474","4C-13-050-04","4C-13-050",78,2
"3475","4C-13-050-05","4C-13-050",68,2
"3476","4C-13-050-06","4C-13-050",57,2
"3477","4C-13-051-01","4C-13-051",31,3
"3478","4C-13-051-02","4C-13-051",38,2
"3479","4C-13-051-03","4C-13-051",22,2
"3480","4C-13-051-04","4C-13-051",24,2
"3481","4C-13-051-05","4C-13-051",70,2
"3482","4C-13-051-06","4C-13-051",67,2
"3483","4C-13-051-07","4C-13-051",3,3
"3484","4C-13-052-01","4C-13-052",36,3
"3485","4C-13-052-02","4C-13-052",40,2
"3486","4C-13-052-03","4C-13-052",70,3
"3487","4C-13-052-04","4C-13-052",72,2
"3488","4C-13-053-01","4C-13-053",33,3
"3489","4C-13-053-02","4C-13-053",36,3
"3490","4C-13-053-03","4C-13-053",86,3
"3491","4C-13-054-01","4C-13-054",32,3
"3492","4C-13-054-02","4C-13-054",62,3
"3493","4C-13-054-03","4C-13-054",57,2
"3494","4C-13-054-04","4C-13-054",50,3
"3495","4C-13-055-01","4C-13-055",33,3
"3496","4C-13-055-02","4C-13-055",33,3
"3497","4C-13-055-03","4C-13-055",4,2
"3498","4C-13-055-04","4C-13-055",63,2
"3499","4C-13-056-01","4C-13-056",46,3
"3500","4C-13-056-02","4C-13-056",22,3
"3501","4C-13-056-03","4C-13-056",24,2
"3502","4C-13-057-01","4C-13-057",24,3
"3503","4C-13-057-02","4C-13-057",28,2
"3504","4C-13-058-01","4C-13-058",29,3
"3505","4C-13-058-02","4C-13-058",48,3
"3506","4C-13-058-03","4C-13-058",55,2
"3507","4C-13-058-04","4C-13-058",52,2
"3508","4C-13-058-05","4C-13-058",24,2
"3509","4C-13-059-01","4C-13-059",22,3
"3510","4C-13-059-02","4C-13-059",48,3
"3511","4C-13-059-03","4C-13-059",28,3
"3512","4C-13-060-01","4C-13-060",36,3
"3513","4C-13-060-02","4C-13-060",42,2
"3514","4C-13-060-03","4C-13-060",76,2
"3515","4C-13-060-04","4C-13-060",69,3
"3516","4C-14-001-01","4C-14-001",34,3
"3517","4C-14-001-02","4C-14-001",55,3
"3518","4C-14-001-03","4C-14-001",56,2
"3519","4C-14-001-04","4C-14-001",55,3
"3520","4C-14-001-05","4C-14-001",0,2
"3521","4C-14-002-01","4C-14-002",34,3
"3522","4C-14-002-02","4C-14-002",34,3
"3523","4C-14-002-03","4C-14-002",6,3
"3524","4C-14-002-04","4C-14-002",54,3
"3525","4C-14-002-05","4C-14-002",57,3
"3526","4C-14-002-06","4C-14-002",40,2
"3527","4C-14-003-01","4C-14-003",33,3
"3528","4C-14-003-02","4C-14-003",45,3
"3529","4C-14-003-03","4C-14-003",4,3
"3530","4C-14-003-04","4C-14-003",47,3
"3531","4C-14-004-01","4C-14-004",39,3
"3532","4C-14-004-02","4C-14-004",47,3
"3533","4C-14-004-03","4C-14-004",62,3
"3534","4C-14-004-04","4C-14-004",70,3
"3535","4C-14-004-05","4C-14-004",11,2
"3536","4C-14-004-06","4C-14-004",1,2
"3537","4C-14-005-01","4C-14-005",32,3
"3538","4C-14-005-02","4C-14-005",61,3
"3539","4C-14-006-01","4C-14-006",31,3
"3540","4C-14-006-02","4C-14-006",56,3
"3541","4C-14-006-03","4C-14-006",38,3
"3542","4C-14-006-04","4C-14-006",61,3
"3543","4C-14-007-01","4C-14-007",43,3
"3544","4C-14-007-02","4C-14-007",43,3
"3545","4C-14-007-03","4C-14-007",34,3
"3546","4C-14-008-01","4C-14-008",41,3
"3547","4C-14-008-02","4C-14-008",42,3
"3548","4C-14-008-03","4C-14-008",45,3
"3549","4C-14-008-04","4C-14-008",80,2
"3550","4C-14-008-05","4C-14-008",78,2
"3551","4C-14-009-01","4C-14-009",35,3
"3552","4C-14-009-02","4C-14-009",33,3
"3553","4C-14-009-03","4C-14-009",54,2
"3554","4C-14-009-04","4C-14-009",39,2
"3555","4C-14-009-05","4C-14-009",62,2
"3556","4C-14-009-06","4C-14-009",60,3
"3557","4C-14-009-07","4C-14-009",5,2
"3558","4C-14-010-01","4C-14-010",25,3
"3559","4C-14-010-02","4C-14-010",24,3
"3560","4C-14-010-03","4C-14-010",54,2
"3561","4C-14-010-04","4C-14-010",50,3
"3562","4C-14-010-05","4C-14-010",2,2
"3563","4C-14-011-01","4C-14-011",27,3
"3564","4C-14-011-02","4C-14-011",53,3
"3565","4C-14-011-03","4C-14-011",55,2
"3566","4C-14-011-04","4C-14-011",31,2
"3567","4C-14-012-01","4C-14-012",41,3
"3568","4C-14-012-02","4C-14-012",4,3
"3569","4C-14-012-03","4C-14-012",49,3
"3570","4C-14-013-01","4C-14-013",27,3
"3571","4C-14-013-02","4C-14-013",34,3
"3572","4C-14-013-03","4C-14-013",70,3
"3573","4C-14-013-04","4C-14-013",0,1
"3574","4C-14-014-01","4C-14-014",38,3
"3575","4C-14-014-02","4C-14-014",38,3
"3576","4C-14-014-03","4C-14-014",64,3
"3577","4C-14-014-04","4C-14-014",61,3
"3578","4C-14-014-05","4C-14-014",5,3
"3579","4C-14-015-01","4C-14-015",30,3
"3580","4C-14-015-02","4C-14-015",56,3
"3581","4C-14-015-03","4C-14-015",6,3
"3582","4C-14-016-01","4C-14-016",39,3
"3583","4C-14-016-02","4C-14-016",40,3
"3584","4C-14-016-03","4C-14-016",5,3
"3585","4C-14-016-04","4C-14-016",8,3
"3586","4C-14-016-05","4C-14-016",43,2
"3587","4C-14-017-01","4C-14-017",51,3
"3588","4C-14-017-02","4C-14-017",21,2
"3589","4C-14-017-03","4C-14-017",54,3
"3590","4C-14-017-04","4C-14-017",31,3
"3591","4C-14-018-01","4C-14-018",34,3
"3592","4C-14-018-02","4C-14-018",35,3
"3593","4C-14-018-03","4C-14-018",58,3
"3594","4C-14-018-04","4C-14-018",49,2
"3595","4C-14-019-01","4C-14-019",31,3
"3596","4C-14-019-02","4C-14-019",60,2
"3597","4C-14-019-03","4C-14-019",62,2
"3598","4C-14-019-04","4C-14-019",31,3
"3599","4C-14-020-01","4C-14-020",42,3
"3600","4C-14-020-02","4C-14-020",36,3
"3601","4C-14-020-03","4C-14-020",10,3
"3602","4C-14-021-01","4C-14-021",30,3
"3603","4C-14-021-02","4C-14-021",35,3
"3604","4C-14-021-03","4C-14-021",51,3
"3605","4C-14-022-01","4C-14-022",31,3
"3606","4C-14-022-02","4C-14-022",30,3
"3607","4C-14-022-03","4C-14-022",65,2
"3608","4C-14-022-04","4C-14-022",50,2
"3609","4C-14-022-05","4C-14-022",80,2
"3610","4C-14-022-06","4C-14-022",54,2
"3611","4C-14-022-07","4C-14-022",4,2
"3612","4C-14-023-01","4C-14-023",24,3
"3613","4C-14-023-02","4C-14-023",28,3
"3614","4C-14-024-01","4C-14-024",24,3
"3615","4C-14-024-02","4C-14-024",28,3
"3616","4C-14-025-01","4C-14-025",29,3
"3617","4C-14-025-02","4C-14-025",60,3
"3618","4C-14-025-03","4C-14-025",30,3
"3619","4C-14-025-04","4C-14-025",62,3
"3620","4C-14-025-05","4C-14-025",28,2
"3621","4C-14-026-01","4C-14-026",34,3
"3622","4C-14-026-02","4C-14-026",35,2
"3623","4C-14-026-03","4C-14-026",58,3
"3624","4C-14-026-04","4C-14-026",49,2
"3625","4C-14-027-01","4C-14-027",17,3
"3626","4C-14-027-02","4C-14-027",70,3
"3627","4C-14-027-03","4C-14-027",65,3
"3628","4C-14-027-04","4C-14-027",36,3
"3629","4C-14-028-01","4C-14-028",35,3
"3630","4C-14-028-02","4C-14-028",42,3
"3631","4C-14-028-03","4C-14-028",36,3
"3632","4C-14-029-01","4C-14-029",29,3
"3633","4C-14-029-02","4C-14-029",60,3
"3634","4C-14-030-01","4C-14-030",35,3
"3635","4C-14-030-02","4C-14-030",57,3
"3636","4C-14-030-03","4C-14-030",61,2
"3637","4C-14-030-04","4C-14-030",37,2
"3638","4C-14-031-01","4C-14-031",30,3
"3639","4C-14-031-02","4C-14-031",32,3
"3640","4C-14-031-03","4C-14-031",38,3
"3641","4C-14-032-01","4C-14-032",26,3
"3642","4C-14-032-02","4C-14-032",62,3
"3643","4C-14-033-01","4C-14-033",41,3
"3644","4C-14-033-02","4C-14-033",46,3
"3645","4C-14-033-03","4C-14-033",11,2
"3646","4C-14-033-04","4C-14-033",20,2
"3647","4C-14-033-05","4C-14-033",9,2
"3648","4C-14-034-01","4C-14-034",27,3
"3649","4C-14-034-02","4C-14-034",28,3
"3650","4C-14-034-03","4C-14-034",59,3
"3651","4C-14-034-04","4C-14-034",63,3
"3652","4C-14-034-05","4C-14-034",35,2
"3653","4C-14-035-01","4C-14-035",39,3
"3654","4C-14-035-02","4C-14-035",18,3
"3655","4C-14-035-03","4C-14-035",17,3
"3656","4C-14-035-04","4C-14-035",44,3
"3657","4C-14-035-05","4C-14-035",70,3
"3658","4C-14-036-01","4C-14-036",40,3
"3659","4C-14-036-02","4C-14-036",17,2
"3660","4C-14-036-03","4C-14-036",43,2
"3661","4C-14-036-04","4C-14-036",75,3
"3662","4C-14-037-01","4C-14-037",32,3
"3663","4C-14-037-02","4C-14-037",60,2
"3664","4C-14-037-03","4C-14-037",31,3
"3665","4C-14-037-04","4C-14-037",3,2
"3666","4C-14-038-01","4C-14-038",35,3
"3667","4C-14-038-02","4C-14-038",31,3
"3668","4C-14-038-03","4C-14-038",7,3
"3669","4C-14-038-04","4C-14-038",41,3
"3670","4C-14-038-05","4C-14-038",33,2
"3671","4C-14-039-01","4C-14-039",20,3
"3672","4C-14-039-02","4C-14-039",24,3
"3673","4C-14-039-03","4C-14-039",32,2
"3674","4C-14-040-01","4C-14-040",29,3
"3675","4C-14-040-02","4C-14-040",37,3
"3676","4C-14-040-03","4C-14-040",12,3
"3677","4C-14-040-04","4C-14-040",16,2
"3678","4C-14-040-05","4C-14-040",41,2
"3679","4C-14-040-06","4C-14-040",74,2
"3680","4C-14-040-07","4C-14-040",5,3
"3681","4C-14-041-01","4C-14-041",18,3
"3682","4C-14-041-02","4C-14-041",41,3
"3683","4C-14-041-03","4C-14-041",23,3
"3684","4C-14-042-01","4C-14-042",42,3
"3685","4C-14-042-02","4C-14-042",43,3
"3686","4C-14-042-03","4C-14-042",62,3
"3687","4C-14-042-04","4C-14-042",12,3
"3688","4C-14-042-05","4C-14-042",70,2
"3689","4C-14-042-06","4C-14-042",0,2
"3690","4C-14-043-01","4C-14-043",31,3
"3691","4C-14-043-02","4C-14-043",31,3
"3692","4C-14-044-01","4C-14-044",31,3
"3693","4C-14-044-02","4C-14-044",4,3
"3694","4C-14-044-03","4C-14-044",68,3
"3695","4C-14-044-04","4C-14-044",0,2
"3696","4C-14-044-05","4C-14-044",65,2
"3697","4C-14-044-06","4C-14-044",26,2
"3698","4C-14-044-07","4C-14-044",0,2
"3699","4C-14-044-08","4C-14-044",30,3
"3700","4C-14-045-01","4C-14-045",26,3
"3701","4C-14-045-02","4C-14-045",37,3
"3702","4C-14-045-03","4C-14-045",23,3
"3703","4C-14-046-01","4C-14-046",29,3
"3704","4C-14-046-02","4C-14-046",33,3
"3705","4C-14-046-03","4C-14-046",4,2
"3706","4C-14-047-01","4C-14-047",18,3
"3707","4C-14-047-02","4C-14-047",46,3
"3708","4C-14-047-03","4C-14-047",47,3
"3709","4C-14-047-04","4C-14-047",18,3
"3710","4C-14-048-01","4C-14-048",60,3
"3711","4C-14-048-02","4C-14-048",65,3
"3712","4C-14-048-03","4C-14-048",56,3
"3713","4C-14-048-04","4C-14-048",60,3
"3714","4C-14-048-05","4C-14-048",28,3
"3715","4C-14-048-06","4C-14-048",36,3
"3716","4C-14-049-01","4C-14-049",36,3
"3717","4C-14-049-02","4C-14-049",33,3
"3718","4C-14-049-03","4C-14-049",1,2
"3719","4C-14-049-04","4C-14-049",61,2
"3720","4C-14-049-05","4C-14-049",60,2
"3721","4C-14-050-01","4C-14-050",29,3
"3722","4C-14-050-02","4C-14-050",44,3
"3723","4C-14-050-03","4C-14-050",0,3
"3724","4C-14-050-04","4C-14-050",52,3
"3725","4C-14-050-05","4C-14-050",45,3
"3726","4C-14-050-06","4C-14-050",78,2
"3727","4C-14-050-07","4C-14-050",77,2
"3728","4C-14-051-01","4C-14-051",29,3
"3729","4C-14-051-02","4C-14-051",30,3
"3730","4C-14-051-03","4C-14-051",60,3
"3731","4C-14-052-01","4C-14-052",30,3
"3732","4C-14-052-02","4C-14-052",15,3
"3733","4C-14-052-03","4C-14-052",60,2
"3734","4C-14-052-04","4C-14-052",30,3
"3735","4C-14-052-05","4C-14-052",3,3
"3736","4C-14-053-01","4C-14-053",63,3
"3737","4C-14-053-02","4C-14-053",30,3
"3738","4C-14-053-03","4C-14-053",33,3
"3739","4C-14-054-01","4C-14-054",34,3
"3740","4C-14-054-02","4C-14-054",31,3
"3741","4C-14-054-03","4C-14-054",3,3
"3742","4C-14-054-04","4C-14-054",58,3
"3743","4C-14-054-05","4C-14-054",22,2
"3744","4C-14-054-06","4C-14-054",3,2
"3745","4C-14-054-07","4C-14-054",40,2
"3746","4C-14-054-08","4C-14-054",1,1
"3747","4C-14-055-01","4C-14-055",28,3
"3748","4C-14-055-02","4C-14-055",54,3
"3749","4C-14-055-03","4C-14-055",30,3
"3750","4C-14-055-04","4C-14-055",55,2
"3751","4C-14-055-05","4C-14-055",31,3
"3752","4C-14-101-01","4C-14-101",37,3
"3753","4C-14-101-02","4C-14-101",45,3
"3754","4C-14-101-03","4C-14-101",63,3
"3755","4C-14-101-04","4C-14-101",11,2
"3756","4C-14-101-05","4C-14-101",8,2
"3757","4C-14-103-01","4C-14-103",28,3
"3758","4C-14-103-02","4C-14-103",30,3
"3759","4C-15-001-01","4C-15-001",37,3
"3760","4C-15-001-02","4C-15-001",41,3
"3761","4C-15-001-03","4C-15-001",10,2
"3762","4C-15-001-04","4C-15-001",28,2
"3763","4C-15-002-01","4C-15-002",30,3
"3764","4C-15-002-02","4C-15-002",40,3
"3765","4C-15-002-03","4C-15-002",62,2
"3766","4C-15-002-04","4C-15-002",64,2
"3767","4C-15-002-05","4C-15-002",35,2
"3768","4C-15-002-06","4C-15-002",16,2
"3769","4C-15-002-07","4C-15-002",10,2
"3770","4C-15-002-08","4C-15-002",1,1
"3771","4C-15-003-01","4C-15-003",27,3
"3772","4C-15-003-02","4C-15-003",83,2
"3773","4C-15-003-03","4C-15-003",54,2
"3774","4C-15-003-04","4C-15-003",31,2
"3775","4C-15-003-05","4C-15-003",2,2
"3776","4C-15-004-01","4C-15-004",22,3
"3777","4C-15-004-02","4C-15-004",24,3
"3778","4C-15-005-01","4C-15-005",31,3
"3779","4C-15-005-02","4C-15-005",32,2
"3780","4C-15-005-03","4C-15-005",0,2
"3781","4C-15-005-04","4C-15-005",29,3
"3782","4C-15-005-05","4C-15-005",65,2
"3783","4C-15-006-01","4C-15-006",31,3
"3784","4C-15-006-02","4C-15-006",30,3
"3785","4C-15-007-01","4C-15-007",33,3
"3786","4C-15-007-02","4C-15-007",37,3
"3787","4C-15-008-01","4C-15-008",26,3
"3788","4C-15-008-02","4C-15-008",21,2
"3789","4C-15-008-03","4C-15-008",57,2
"3790","4C-15-008-04","4C-15-008",59,3
"3791","4C-15-008-05","4C-15-008",29,2
"3792","4C-15-008-06","4C-15-008",52,2
"3793","4C-15-008-07","4C-15-008",4,3
"3794","4C-15-009-01","4C-15-009",28,3
"3795","4C-15-009-02","4C-15-009",74,3
"3796","4C-15-009-03","4C-15-009",3,3
"3797","4C-15-009-04","4C-15-009",45,3
"3798","4C-15-010-01","4C-15-010",54,3
"3799","4C-15-010-02","4C-15-010",36,3
"3800","4C-15-010-03","4C-15-010",27,3
"3801","4C-15-010-04","4C-15-010",63,3
"3802","4C-15-010-05","4C-15-010",60,3
"3803","4C-15-011-01","4C-15-011",35,3
"3804","4C-15-011-02","4C-15-011",45,3
"3805","4C-15-012-01","4C-15-012",27,3
"3806","4C-15-012-02","4C-15-012",27,3
"3807","4C-15-012-03","4C-15-012",55,2
"3808","4C-15-012-04","4C-15-012",21,2
"3809","4C-15-012-05","4C-15-012",2,2
"3810","4C-15-012-06","4C-15-012",58,1
"3811","4C-15-012-07","4C-15-012",52,1
"3812","4C-15-013-01","4C-15-013",54,3
"3813","4C-15-013-02","4C-15-013",34,3
"3814","4C-15-013-03","4C-15-013",15,2
"3815","4C-15-013-04","4C-15-013",34,2
"3816","4C-15-014-01","4C-15-014",22,3
"3817","4C-15-014-02","4C-15-014",28,3
"3818","4C-15-014-03","4C-15-014",50,2
"3819","4C-15-014-04","4C-15-014",66,2
"3820","4C-15-014-05","4C-15-014",66,1
"3821","4C-15-014-06","4C-15-014",28,1
"3822","4C-15-015-01","4C-15-015",37,3
"3823","4C-15-015-02","4C-15-015",62,3
"3824","4C-15-015-03","4C-15-015",55,2
"3825","4C-15-016-01","4C-15-016",35,3
"3826","4C-15-016-02","4C-15-016",58,3
"3827","4C-15-016-03","4C-15-016",57,3
"3828","4C-15-016-04","4C-15-016",2,2
"3829","4C-15-016-05","4C-15-016",39,2
"3830","4C-15-017-01","4C-15-017",25,3
"3831","4C-15-017-02","4C-15-017",30,2
"3832","4C-15-017-03","4C-15-017",61,2
"3833","4C-15-017-04","4C-15-017",60,2
"3834","4C-15-017-05","4C-15-017",29,2
"3835","4C-15-017-06","4C-15-017",80,3
"3836","4C-15-018-01","4C-15-018",38,3
"3837","4C-15-018-02","4C-15-018",70,3
"3838","4C-15-018-03","4C-15-018",55,3
"3839","4C-15-018-04","4C-15-018",44,2
"3840","4C-15-018-05","4C-15-018",4,2
"3841","4C-15-018-06","4C-15-018",78,2
"3842","4C-15-019-01","4C-15-019",25,3
"3843","4C-15-019-02","4C-15-019",55,3
"3844","4C-15-019-03","4C-15-019",55,3
"3845","4C-15-019-04","4C-15-019",35,3
"3846","4C-15-019-05","4C-15-019",11,2
"3847","4C-15-020-01","4C-15-020",28,3
"3848","4C-15-020-02","4C-15-020",29,2
"3849","4C-15-020-03","4C-15-020",3,2
"3850","4C-15-021-01","4C-15-021",34,3
"3851","4C-15-021-02","4C-15-021",34,3
"3852","4C-15-021-03","4C-15-021",59,2
"3853","4C-15-021-04","4C-15-021",32,2
"3854","4C-15-022-01","4C-15-022",29,3
"3855","4C-15-022-02","4C-15-022",31,3
"3856","4C-15-022-03","4C-15-022",62,2
"3857","4C-15-023-01","4C-15-023",29,3
"3858","4C-15-023-02","4C-15-023",39,3
"3859","4C-15-024-01","4C-15-024",31,3
"3860","4C-15-024-02","4C-15-024",30,2
"3861","4C-15-024-03","4C-15-024",76,2
"3862","4C-15-024-04","4C-15-024",70,2
"3863","4C-15-024-05","4C-15-024",48,2
"3864","4C-15-024-06","4C-15-024",0,2
"3865","4C-15-025-01","4C-15-025",35,3
"3866","4C-15-025-02","4C-15-025",60,3
"3867","4C-15-025-03","4C-15-025",33,2
"3868","4C-15-025-04","4C-15-025",2,1
"3869","4C-15-025-05","4C-15-025",25,1
"3870","4C-15-025-06","4C-15-025",38,1
"3871","4C-15-025-07","4C-15-025",30,2
"3872","4C-15-025-08","4C-15-025",2,2
"3873","4C-15-025-09","4C-15-025",10,2
"3874","4C-15-026-01","4C-15-026",31,3
"3875","4C-15-026-02","4C-15-026",65,2
"3876","4C-15-026-03","4C-15-026",33,3
"3877","4C-15-026-04","4C-15-026",26,2
"3878","4C-15-026-05","4C-15-026",28,2
"3879","4C-15-026-06","4C-15-026",0,2
"3880","4C-15-027-01","4C-15-027",33,3
"3881","4C-15-027-02","4C-15-027",55,3
"3882","4C-15-027-03","4C-15-027",40,2
"3883","4C-15-027-04","4C-15-027",4,2
"3884","4C-15-028-01","4C-15-028",33,3
"3885","4C-15-028-02","4C-15-028",40,2
"3886","4C-15-028-03","4C-15-028",30,2
"3887","4C-15-028-04","4C-15-028",32,2
"3888","4C-15-028-05","4C-15-028",11,1
"3889","4C-15-028-06","4C-15-028",9,1
"3890","4C-15-029-01","4C-15-029",36,3
"3891","4C-15-029-02","4C-15-029",60,3
"3892","4C-15-029-03","4C-15-029",61,3
"3893","4C-15-029-04","4C-15-029",5,3
"3894","4C-15-029-05","4C-15-029",35,3
"3895","4C-15-029-06","4C-15-029",0,3
"3896","4C-15-030-01","4C-15-030",26,3
"3897","4C-15-030-02","4C-15-030",66,3
"3898","4C-15-030-03","4C-15-030",32,2
"3899","4C-15-031-01","4C-15-031",33,3
"3900","4C-15-031-02","4C-15-031",41,2
"3901","4C-15-031-03","4C-15-031",12,2
"3902","4C-15-031-04","4C-15-031",35,3
"3903","4C-15-031-05","4C-15-031",85,2
"3904","4C-15-031-06","4C-15-031",80,2
"3905","4C-15-032-01","4C-15-032",29,3
"3906","4C-15-032-02","4C-15-032",28,2
"3907","4C-15-032-03","4C-15-032",53,3
"3908","4C-15-032-04","4C-15-032",60,2
"3909","4C-15-032-05","4C-15-032",53,2
"3910","4C-15-032-06","4C-15-032",54,2
"3911","4C-15-032-07","4C-15-032",62,2
"3912","4C-15-033-01","4C-15-033",21,3
"3913","4C-15-033-02","4C-15-033",25,3
"3914","4C-15-033-03","4C-15-033",80,2
"3915","4C-15-033-04","4C-15-033",48,2
"3916","4C-15-033-05","4C-15-033",48,1
"3917","4C-15-033-06","4C-15-033",37,2
"3918","4C-15-034-01","4C-15-034",44,3
"3919","4C-15-034-02","4C-15-034",56,2
"3920","4C-15-034-03","4C-15-034",28,2
"3921","4C-15-035-01","4C-15-035",34,3
"3922","4C-15-035-02","4C-15-035",35,2
"3923","4C-15-035-03","4C-15-035",4,2
"3924","4C-15-035-04","4C-15-035",52,3
"3925","4C-15-035-05","4C-15-035",19,1
"3926","4C-15-035-06","4C-15-035",22,2
"3927","4C-15-035-07","4C-15-035",0,2
"3928","4C-15-036-01","4C-15-036",26,3
"3929","4C-15-036-02","4C-15-036",34,2
"3930","4C-15-036-03","4C-15-036",58,3
"3931","4C-15-036-04","4C-15-036",30,2
"3932","4C-15-036-05","4C-15-036",0,1
"3933","4C-15-037-01","4C-15-037",30,3
"3934","4C-15-037-02","4C-15-037",35,3
"3935","4C-15-037-03","4C-15-037",51,3
"3936","4C-15-037-04","4C-15-037",3,3
"3937","4C-15-037-05","4C-15-037",3,3
"3938","4C-15-038-01","4C-15-038",35,3
"3939","4C-15-038-02","4C-15-038",59,3
"3940","4C-15-038-03","4C-15-038",0,2
"3941","4C-15-039-01","4C-15-039",30,3
"3942","4C-15-039-02","4C-15-039",30,3
"3943","4C-15-039-03","4C-15-039",54,2
"3944","4C-15-039-04","4C-15-039",26,2
"3945","4C-15-039-05","4C-15-039",26,1
"3946","4C-15-040-01","4C-15-040",63,3
"3947","4C-15-040-02","4C-15-040",38,2
"3948","4C-15-040-03","4C-15-040",30,3
"3949","4C-15-040-04","4C-15-040",0,2
"3950","4C-15-041-01","4C-15-041",33,2
"3951","4C-15-041-02","4C-15-041",46,2
"3952","4C-15-041-03","4C-15-041",60,2
"3953","4C-15-041-04","4C-15-041",90,1
"3954","4C-15-041-05","4C-15-041",26,1
"3955","4C-15-041-06","4C-15-041",73,1
"3956","4C-15-042-01","4C-15-042",45,3
"3957","4C-15-042-02","4C-15-042",20,3
"3958","4C-15-042-03","4C-15-042",19,3
"3959","4C-15-042-04","4C-15-042",0,1
"3960","4C-15-042-05","4C-15-042",86,2
"3961","4C-15-043-01","4C-15-043",33,3
"3962","4C-15-043-02","4C-15-043",38,3
"3963","4C-15-043-03","4C-15-043",73,2
"3964","4C-15-043-04","4C-15-043",45,2
"3965","4C-15-043-05","4C-15-043",50,1
"3966","4C-15-043-06","4C-15-043",40,1
"3967","4C-15-044-01","4C-15-044",22,3
"3968","4C-15-044-02","4C-15-044",56,3
"3969","4C-15-044-03","4C-15-044",56,2
"3970","4C-15-044-04","4C-15-044",26,2
"3971","4C-15-044-05","4C-15-044",37,3
"3972","4C-15-045-01","4C-15-045",22,3
"3973","4C-15-045-02","4C-15-045",24,2
"3974","4C-15-045-03","4C-15-045",53,2
"3975","4C-15-045-04","4C-15-045",52,2
"3976","4C-15-045-05","4C-15-045",14,2
"3977","4C-15-045-06","4C-15-045",19,2
"3978","4C-15-046-01","4C-15-046",24,3
"3979","4C-15-046-02","4C-15-046",29,3
"3980","4C-15-046-03","4C-15-046",42,3
"3981","4C-15-047-01","4C-15-047",34,3
"3982","4C-15-047-02","4C-15-047",3,2
"3983","4C-15-047-03","4C-15-047",48,2
"3984","4C-15-047-04","4C-15-047",48,2
"3985","4C-15-047-05","4C-15-047",25,2
"3986","4C-15-048-01","4C-15-048",29,3
"3987","4C-15-048-02","4C-15-048",31,3
"3988","4C-15-048-03","4C-15-048",70,3
"3989","4C-15-048-04","4C-15-048",12,2
"3990","4C-15-048-05","4C-15-048",11,2
"3991","4C-15-048-06","4C-15-048",70,2
"3992","4C-15-049-01","4C-15-049",25,3
"3993","4C-15-049-02","4C-15-049",53,3
"3994","4C-15-049-03","4C-15-049",56,3
"3995","4C-15-049-04","4C-15-049",28,3
"3996","4C-15-050-01","4C-15-050",26,3
"3997","4C-15-050-02","4C-15-050",31,2
"3998","4C-15-050-03","4C-15-050",55,2
"3999","4C-15-050-04","4C-15-050",55,2
"4000","4C-15-050-05","4C-15-050",25,1
"4001","4C-15-050-06","4C-15-050",55,1
"4002","4C-15-051-01","4C-15-051",57,3
"4003","4C-15-051-02","4C-15-051",33,3
"4004","4C-15-051-03","4C-15-051",60,3
"4005","4C-15-052-01","4C-15-052",30,3
"4006","4C-15-052-02","4C-15-052",60,3
"4007","4C-15-052-03","4C-15-052",32,3
"4008","4C-15-052-04","4C-15-052",4,3
"4009","4C-15-053-01","4C-15-053",28,3
"4010","4C-15-053-02","4C-15-053",61,3
"4011","4C-15-053-03","4C-15-053",6,1
"4012","4C-15-054-01","4C-15-054",28,3
