"","contact_serial_no","infant_serial_no","contact_age","contact_time"
"4013","4C-15-054-02","4C-15-054",31,2
"4014","4C-15-054-03","4C-15-054",58,3
"4015","4C-15-054-04","4C-15-054",55,2
"4016","4C-15-054-05","4C-15-054",0,2
"4017","4C-15-055-01","4C-15-055",26,3
"4018","4C-15-055-02","4C-15-055",57,3
"4019","4C-15-055-03","4C-15-055",32,2
"4020","4C-15-056-01","4C-15-056",31,3
"4021","4C-15-056-02","4C-15-056",40,3
"4022","4C-15-056-03","4C-15-056",55,3
"4023","4C-15-056-04","4C-15-056",9,2
"4024","4C-15-056-05","4C-15-056",35,2
"4025","4C-16-001-01","4C-16-001",26,3
"4026","4C-16-001-02","4C-16-001",31,2
"4027","4C-16-001-03","4C-16-001",53,2
"4028","4C-16-001-04","4C-16-001",15,2
"4029","4C-16-002-01","4C-16-002",30,3
"4030","4C-16-002-02","4C-16-002",41,3
"4031","4C-16-002-03","4C-16-002",5,2
"4032","4C-16-002-04","4C-16-002",72,3
"4033","4C-16-002-05","4C-16-002",78,3
"4034","4C-16-002-06","4C-16-002",44,2
"4035","4C-16-002-07","4C-16-002",48,2
"4036","4C-16-002-08","4C-16-002",66,2
"4037","4C-16-002-09","4C-16-002",30,2
"4038","4C-16-003-01","4C-16-003",34,3
"4039","4C-16-003-02","4C-16-003",63,3
"4040","4C-16-003-03","4C-16-003",19,3
"4041","4C-16-004-01","4C-16-004",33,2
"4042","4C-16-004-02","4C-16-004",31,2
"4043","4C-16-004-03","4C-16-004",7,2
"4044","4C-16-004-04","4C-16-004",37,2
"4045","4C-16-004-05","4C-16-004",52,2
"4046","4C-16-005-01","4C-16-005",29,2
"4047","4C-16-005-02","4C-16-005",71,1
"4048","4C-16-005-03","4C-16-005",26,2
"4049","4C-16-005-04","4C-16-005",5,1
"4050","4C-16-006-01","4C-16-006",24,3
"4051","4C-16-006-02","4C-16-006",32,2
"4052","4C-16-006-03","4C-16-006",62,2
"4053","4C-16-006-04","4C-16-006",36,2
"4054","4C-16-006-05","4C-16-006",34,2
"4055","4C-16-006-06","4C-16-006",46,2
"4056","4C-16-006-07","4C-16-006",28,2
"4057","4C-16-007-01","4C-16-007",28,3
"4058","4C-16-007-02","4C-16-007",30,2
"4059","4C-16-007-03","4C-16-007",56,3
"4060","4C-16-007-04","4C-16-007",60,2
"4061","4C-16-007-05","4C-16-007",30,2
"4062","4C-16-008-01","4C-16-008",34,3
"4063","4C-16-008-02","4C-16-008",41,2
"4064","4C-16-008-03","4C-16-008",68,3
"4065","4C-16-009-01","4C-16-009",24,3
"4066","4C-16-009-02","4C-16-009",28,2
"4067","4C-16-009-03","4C-16-009",38,2
"4068","4C-16-009-04","4C-16-009",27,3
"4069","4C-16-009-05","4C-16-009",0,2
"4070","4C-16-009-06","4C-16-009",53,2
"4071","4C-16-009-07","4C-16-009",4,2
"4072","4C-16-010-01","4C-16-010",37,3
"4073","4C-16-010-02","4C-16-010",65,3
"4074","4C-16-010-03","4C-16-010",64,3
"4075","4C-16-010-04","4C-16-010",37,3
"4076","4C-16-010-05","4C-16-010",2,2
"4077","4C-16-011-01","4C-16-011",26,2
"4078","4C-16-011-02","4C-16-011",29,1
"4079","4C-16-011-03","4C-16-011",60,2
"4080","4C-16-011-04","4C-16-011",59,2
"4081","4C-16-011-05","4C-16-011",31,1
"4082","4C-16-012-01","4C-16-012",32,2
"4083","4C-16-012-02","4C-16-012",36,2
"4084","4C-16-012-03","4C-16-012",5,2
"4085","4C-16-013-01","4C-16-013",30,3
"4086","4C-16-013-02","4C-16-013",36,2
"4087","4C-16-013-03","4C-16-013",69,2
"4088","4C-16-014-01","4C-16-014",27,2
"4089","4C-16-014-02","4C-16-014",35,2
"4090","4C-16-014-03","4C-16-014",5,2
"4091","4C-16-015-01","4C-16-015",28,2
"4092","4C-16-015-02","4C-16-015",27,2
"4093","4C-16-015-03","4C-16-015",51,2
"4094","4C-16-015-04","4C-16-015",51,2
"4095","4C-16-016-01","4C-16-016",33,2
"4096","4C-16-016-02","4C-16-016",33,3
"4097","4C-16-016-03","4C-16-016",2,2
"4098","4C-16-017-01","4C-16-017",34,3
"4099","4C-16-017-02","4C-16-017",67,3
"4100","4C-16-017-03","4C-16-017",7,2
"4101","4C-16-017-04","4C-16-017",67,2
"4102","4C-16-017-05","4C-16-017",1,2
"4103","4C-16-018-01","4C-16-018",50,2
"4104","4C-16-018-02","4C-16-018",23,2
"4105","4C-16-018-03","4C-16-018",17,1
"4106","4C-16-018-04","4C-16-018",56,2
"4107","4C-16-018-05","4C-16-018",23,1
"4108","4C-16-018-06","4C-16-018",19,2
"4109","4C-16-018-07","4C-16-018",29,1
"4110","4C-16-019-01","4C-16-019",32,3
"4111","4C-16-019-02","4C-16-019",41,2
"4112","4C-16-019-03","4C-16-019",64,2
"4113","4C-16-019-04","4C-16-019",62,2
"4114","4C-16-019-05","4C-16-019",15,2
"4115","4C-16-020-01","4C-16-020",67,3
"4116","4C-16-020-02","4C-16-020",36,3
"4117","4C-16-020-03","4C-16-020",35,3
"4118","4C-16-021-01","4C-16-021",28,3
"4119","4C-16-021-02","4C-16-021",26,3
"4120","4C-16-021-03","4C-16-021",44,2
"4121","4C-16-021-04","4C-16-021",45,1
"4122","4C-16-022-01","4C-16-022",31,3
"4123","4C-16-022-02","4C-16-022",25,3
"4124","4C-16-022-03","4C-16-022",50,2
"4125","4C-16-022-04","4C-16-022",54,2
"4126","4C-16-022-05","4C-16-022",94,1
"4127","4C-16-022-06","4C-16-022",21,2
"4128","4C-16-022-07","4C-16-022",36,2
"4129","4C-16-022-08","4C-16-022",36,2
"4130","4C-16-022-09","4C-16-022",56,2
"4131","4C-16-022-10","4C-16-022",61,3
"4132","4C-16-022-11","4C-16-022",33,2
"4133","4C-16-023-01","4C-16-023",36,3
"4134","4C-16-023-02","4C-16-023",81,3
"4135","4C-16-023-03","4C-16-023",39,3
"4136","4C-16-023-04","4C-16-023",37,3
"4137","4C-16-023-05","4C-16-023",30,2
"4138","4C-16-023-06","4C-16-023",43,2
"4139","4C-16-024-01","4C-16-024",21,3
"4140","4C-16-024-02","4C-16-024",21,2
"4141","4C-16-024-03","4C-16-024",44,2
"4142","4C-16-025-01","4C-16-025",35,3
"4143","4C-16-025-02","4C-16-025",46,2
"4144","4C-16-025-03","4C-16-025",46,1
"4145","4C-16-025-04","4C-16-025",66,2
"4146","4C-16-025-05","4C-16-025",25,2
"4147","4C-16-025-06","4C-16-025",57,2
"4148","4C-16-025-07","4C-16-025",57,1
"4149","4C-16-025-08","4C-16-025",22,2
"4150","4C-16-025-09","4C-16-025",31,1
"4151","4C-16-025-10","4C-16-025",27,1
"4152","4C-16-025-11","4C-16-025",62,1
"4153","4C-16-026-01","4C-16-026",32,1
"4154","4C-16-026-02","4C-16-026",29,3
"4155","4C-16-026-03","4C-16-026",60,2
"4156","4C-16-026-04","4C-16-026",16,1
"4157","4C-16-026-05","4C-16-026",27,2
"4158","4C-16-026-06","4C-16-026",5,1
"4159","4C-16-026-07","4C-16-026",3,1
"4160","4C-16-027-01","4C-16-027",26,3
"4161","4C-16-027-02","4C-16-027",28,3
"4162","4C-16-027-03","4C-16-027",47,3
"4163","4C-16-027-04","4C-16-027",45,3
"4164","4C-16-027-05","4C-16-027",24,2
"4165","4C-16-027-06","4C-16-027",12,2
"4166","4C-16-028-01","4C-16-028",27,3
"4167","4C-16-028-02","4C-16-028",25,3
"4168","4C-16-028-03","4C-16-028",50,2
"4169","4C-16-028-04","4C-16-028",50,2
"4170","4C-16-028-05","4C-16-028",49,3
"4171","4C-16-028-06","4C-16-028",47,2
"4172","4C-16-028-07","4C-16-028",27,3
"4173","4C-16-029-01","4C-16-029",27,3
"4174","4C-16-029-02","4C-16-029",12,1
"4175","4C-16-029-03","4C-16-029",60,2
"4176","4C-16-029-04","4C-16-029",33,2
"4177","4C-16-029-05","4C-16-029",45,1
"4178","4C-16-029-06","4C-16-029",1,1
"4179","4C-16-029-07","4C-16-029",27,1
"4180","4C-16-029-08","4C-16-029",2,1
"4181","4C-16-029-09","4C-16-029",36,1
"4182","4C-16-029-10","4C-16-029",38,2
"4183","4C-16-030-01","4C-16-030",30,2
"4184","4C-16-030-02","4C-16-030",32,2
"4185","4C-16-030-03","4C-16-030",56,1
"4186","4C-16-030-04","4C-16-030",56,2
"4187","4C-16-030-05","4C-16-030",21,2
"4188","4C-16-030-06","4C-16-030",25,1
"4189","4C-16-031-01","4C-16-031",28,3
"4190","4C-16-031-02","4C-16-031",40,2
"4191","4C-16-031-03","4C-16-031",43,2
"4192","4C-16-031-04","4C-16-031",20,2
"4193","4C-16-031-05","4C-16-031",44,2
"4194","4C-16-032-01","4C-16-032",35,3
"4195","4C-16-032-02","4C-16-032",7,2
"4196","4C-16-032-03","4C-16-032",3,1
"4197","4C-16-032-04","4C-16-032",41,2
"4198","4C-16-033-01","4C-16-033",38,3
"4199","4C-16-033-02","4C-16-033",54,2
"4200","4C-16-033-03","4C-16-033",37,2
"4201","4C-16-034-01","4C-16-034",51,2
"4202","4C-16-034-02","4C-16-034",16,2
"4203","4C-16-034-03","4C-16-034",50,2
"4204","4C-16-035-01","4C-16-035",26,3
"4205","4C-16-035-02","4C-16-035",51,2
"4206","4C-16-035-03","4C-16-035",51,2
"4207","4C-16-035-04","4C-16-035",26,2
"4208","4C-16-037-01","4C-16-037",24,3
"4209","4C-16-037-02","4C-16-037",24,2
"4210","4C-16-037-03","4C-16-037",30,2
"4211","4C-16-038-01","4C-16-038",45,2
"4212","4C-16-038-02","4C-16-038",50,3
"4213","4C-16-038-03","4C-16-038",70,2
"4214","4C-16-038-04","4C-16-038",25,2
"4215","4C-16-038-05","4C-16-038",20,2
"4216","4C-16-039-01","4C-16-039",26,3
"4217","4C-16-039-02","4C-16-039",29,1
"4218","4C-16-039-03","4C-16-039",33,2
"4219","4C-16-039-04","4C-16-039",50,2
"4220","4C-16-039-05","4C-16-039",9,1
"4221","4C-16-040-01","4C-16-040",28,3
"4222","4C-16-040-02","4C-16-040",31,2
"4223","4C-16-040-03","4C-16-040",7,2
"4224","4C-16-040-04","4C-16-040",33,3
"4225","4C-16-041-01","4C-16-041",28,3
"4226","4C-16-041-02","4C-16-041",30,2
"4227","4C-16-041-03","4C-16-041",51,3
"4228","4C-16-041-04","4C-16-041",28,2
"4229","4C-16-041-05","4C-16-041",52,3
"4230","4C-16-041-06","4C-16-041",2,3
"4231","4C-16-042-01","4C-16-042",26,3
"4232","4C-16-042-02","4C-16-042",26,2
"4233","4C-16-042-03","4C-16-042",32,2
"4234","4C-16-042-04","4C-16-042",39,2
"4235","4C-16-042-05","4C-16-042",6,2
"4236","4C-16-042-06","4C-16-042",3,2
"4237","4C-16-043-01","4C-16-043",30,3
"4238","4C-16-043-02","4C-16-043",34,2
"4239","4C-16-043-03","4C-16-043",74,3
"4240","4C-16-043-04","4C-16-043",7,2
"4241","4C-16-044-01","4C-16-044",29,3
"4242","4C-16-044-02","4C-16-044",29,3
"4243","4C-16-044-03","4C-16-044",58,3
"4244","4C-16-044-04","4C-16-044",26,3
"4245","4C-16-044-05","4C-16-044",52,2
"4246","4C-16-044-06","4C-16-044",54,2
"4247","4C-16-044-07","4C-16-044",26,2
"4248","4C-16-044-08","4C-16-044",55,3
"4249","4C-16-045-01","4C-16-045",28,3
"4250","4C-16-045-02","4C-16-045",60,3
"4251","4C-16-045-03","4C-16-045",62,3
"4252","4C-16-046-01","4C-16-046",36,3
"4253","4C-16-046-02","4C-16-046",36,2
"4254","4C-16-046-03","4C-16-046",7,2
"4255","4C-16-047-01","4C-16-047",30,2
"4256","4C-16-047-02","4C-16-047",24,3
"4257","4C-16-047-03","4C-16-047",79,2
"4258","4C-16-047-04","4C-16-047",50,2
"4259","4C-16-047-05","4C-16-047",30,2
"4260","4C-16-048-01","4C-16-048",24,3
"4261","4C-16-048-02","4C-16-048",43,3
"4262","4C-16-048-03","4C-16-048",45,2
"4263","4C-16-048-04","4C-16-048",53,3
"4264","4C-16-048-05","4C-16-048",55,2
"4265","4C-16-048-06","4C-16-048",25,3
"4266","4C-16-048-07","4C-16-048",17,2
"4267","4C-16-049-01","4C-16-049",35,3
"4268","4C-16-049-02","4C-16-049",33,3
"4269","4C-16-049-03","4C-16-049",4,3
"4270","4C-16-050-01","4C-16-050",62,3
"4271","4C-16-050-02","4C-16-050",26,3
"4272","4C-16-050-03","4C-16-050",29,3
"4273","4C-16-050-04","4C-16-050",38,2
"4274","4C-16-051-01","4C-16-051",54,3
"4275","4C-16-051-02","4C-16-051",21,3
"4276","4C-16-051-03","4C-16-051",29,3
"4277","4C-16-051-04","4C-16-051",54,2
"4278","4C-16-052-01","4C-16-052",27,3
"4279","4C-16-052-02","4C-16-052",28,3
"4280","4C-16-052-03","4C-16-052",45,2
"4281","4C-16-053-01","4C-16-053",36,3
"4282","4C-16-053-02","4C-16-053",38,2
"4283","4C-16-053-03","4C-16-053",54,3
"4284","4C-16-053-04","4C-16-053",8,2
"4285","4C-16-054-01","4C-16-054",35,3
"4286","4C-16-054-02","4C-16-054",27,2
"4287","4C-16-054-03","4C-16-054",56,2
"4288","4C-16-054-04","4C-16-054",10,3
"4289","4C-16-054-05","4C-16-054",38,2
"4290","4C-16-054-06","4C-16-054",60,2
"4291","4C-16-054-07","4C-16-054",25,3
"4292","4C-16-054-08","4C-16-054",15,3
"4293","4C-16-055-01","4C-16-055",33,2
"4294","4C-16-055-02","4C-16-055",34,2
"4295","4C-16-055-03","4C-16-055",7,1
"4296","4C-16-055-04","4C-16-055",26,1
"4297","4C-16-055-05","4C-16-055",40,2
"4298","4C-16-056-01","4C-16-056",27,3
"4299","4C-16-056-02","4C-16-056",6,2
"4300","4C-16-056-03","4C-16-056",60,3
"4301","4C-16-056-04","4C-16-056",34,2
"4302","4C-16-057-01","4C-16-057",29,2
"4303","4C-16-057-02","4C-16-057",18,3
"4304","4C-16-057-03","4C-16-057",30,2
"4305","4C-16-058-01","4C-16-058",32,3
"4306","4C-16-058-02","4C-16-058",34,2
"4307","4C-16-058-03","4C-16-058",62,3
"4308","4C-16-058-04","4C-16-058",31,2
"4309","4C-16-058-05","4C-16-058",12,2
"4310","4C-16-059-01","4C-16-059",32,2
"4311","4C-16-059-02","4C-16-059",34,2
"4312","4C-16-059-03","4C-16-059",56,2
"4313","4C-16-059-04","4C-16-059",74,2
"4314","4C-16-059-05","4C-16-059",40,2
"4315","4C-16-059-06","4C-16-059",44,2
"4316","4C-16-060-01","4C-16-060",29,3
"4317","4C-16-060-02","4C-16-060",29,2
"4318","4C-16-060-03","4C-16-060",27,2
"4319","4C-16-060-04","4C-16-060",59,2
"4320","4C-16-122-01","4C-16-122",38,3
"4321","4C-16-122-02","4C-16-122",40,2
"4322","4C-16-122-03","4C-16-122",7,2
"4323","4C-16-122-04","4C-16-122",6,2
"4324","4C-16-122-05","4C-16-122",47,3
"4325","4C-17-001-01","4C-17-001",38,3
"4326","4C-17-001-02","4C-17-001",30,3
"4327","4C-17-001-03","4C-17-001",79,3
"4328","4C-17-001-04","4C-17-001",6,3
"4329","4C-17-002-01","4C-17-002",30,3
"4330","4C-17-002-02","4C-17-002",58,2
"4331","4C-17-002-03","4C-17-002",60,2
"4332","4C-17-003-01","4C-17-003",34,3
"4333","4C-17-003-02","4C-17-003",60,2
"4334","4C-17-003-03","4C-17-003",62,1
"4335","4C-17-003-04","4C-17-003",8,2
"4336","4C-17-003-05","4C-17-003",36,2
"4337","4C-17-004-01","4C-17-004",28,3
"4338","4C-17-004-02","4C-17-004",63,3
"4339","4C-17-004-03","4C-17-004",32,3
"4340","4C-17-005-01","4C-17-005",35,3
"4341","4C-17-005-02","4C-17-005",60,3
"4342","4C-17-005-03","4C-17-005",38,2
"4343","4C-17-006-01","4C-17-006",35,3
"4344","4C-17-006-02","4C-17-006",36,3
"4345","4C-17-006-03","4C-17-006",7,3
"4346","4C-17-006-04","4C-17-006",45,3
"4347","4C-17-007-01","4C-17-007",34,3
"4348","4C-17-007-02","4C-17-007",44,3
"4349","4C-17-007-03","4C-17-007",27,2
"4350","4C-17-007-04","4C-17-007",27,2
"4351","4C-17-007-05","4C-17-007",9,2
"4352","4C-17-007-06","4C-17-007",48,2
"4353","4C-17-007-07","4C-17-007",52,2
"4354","4C-17-007-08","4C-17-007",60,2
"4355","4C-17-008-01","4C-17-008",34,2
"4356","4C-17-008-02","4C-17-008",53,1
"4357","4C-17-008-03","4C-17-008",50,3
"4358","4C-17-008-04","4C-17-008",36,3
"4359","4C-17-008-05","4C-17-008",50,1
"4360","4C-17-008-06","4C-17-008",40,2
"4361","4C-17-009-01","4C-17-009",25,3
"4362","4C-17-009-02","4C-17-009",28,3
"4363","4C-17-009-03","4C-17-009",23,2
"4364","4C-17-009-04","4C-17-009",20,2
"4365","4C-17-009-05","4C-17-009",18,2
"4366","4C-17-009-06","4C-17-009",45,1
"4367","4C-17-010-01","4C-17-010",32,3
"4368","4C-17-010-02","4C-17-010",41,2
"4369","4C-17-010-03","4C-17-010",84,3
"4370","4C-17-010-04","4C-17-010",54,2
"4371","4C-17-010-05","4C-17-010",34,1
"4372","4C-17-010-06","4C-17-010",3,1
"4373","4C-17-010-07","4C-17-010",8,3
"4374","4C-17-011-01","4C-17-011",27,3
"4375","4C-17-011-02","4C-17-011",29,3
"4376","4C-17-011-03","4C-17-011",48,3
"4377","4C-17-011-04","4C-17-011",5,2
"4378","4C-17-012-01","4C-17-012",30,3
"4379","4C-17-012-02","4C-17-012",65,3
"4380","4C-17-012-03","4C-17-012",63,1
"4381","4C-17-012-04","4C-17-012",3,1
"4382","4C-17-012-05","4C-17-012",30,2
"4383","4C-17-013-01","4C-17-013",37,3
"4384","4C-17-013-02","4C-17-013",55,2
"4385","4C-17-013-03","4C-17-013",21,2
"4386","4C-17-013-04","4C-17-013",24,3
"4387","4C-17-013-05","4C-17-013",28,2
"4388","4C-17-013-06","4C-17-013",32,2
"4389","4C-17-013-07","4C-17-013",33,2
"4390","4C-17-013-08","4C-17-013",56,3
"4391","4C-17-014-01","4C-17-014",34,3
"4392","4C-17-014-02","4C-17-014",4,3
"4393","4C-17-014-03","4C-17-014",37,3
"4394","4C-17-015-01","4C-17-015",29,3
"4395","4C-17-015-02","4C-17-015",31,2
"4396","4C-17-016-01","4C-17-016",32,3
"4397","4C-17-016-02","4C-17-016",54,3
"4398","4C-17-016-03","4C-17-016",32,2
"4399","4C-17-016-04","4C-17-016",60,2
"4400","4C-17-016-05","4C-17-016",42,2
"4401","4C-17-016-06","4C-17-016",55,3
"4402","4C-17-017-01","4C-17-017",26,3
"4403","4C-17-017-02","4C-17-017",38,2
"4404","4C-17-017-03","4C-17-017",35,1
"4405","4C-17-017-04","4C-17-017",40,1
"4406","4C-17-017-05","4C-17-017",70,2
"4407","4C-17-017-06","4C-17-017",27,2
"4408","4C-17-017-07","4C-17-017",2,2
"4409","4C-17-017-08","4C-17-017",21,2
"4410","4C-17-017-09","4C-17-017",17,2
"4411","4C-17-017-10","4C-17-017",50,1
"4412","4C-17-017-11","4C-17-017",36,2
"4413","4C-17-017-12","4C-17-017",21,2
"4414","4C-17-018-01","4C-17-018",28,3
"4415","4C-17-018-02","4C-17-018",67,3
"4416","4C-17-018-03","4C-17-018",43,2
"4417","4C-17-019-01","4C-17-019",29,3
"4418","4C-17-019-02","4C-17-019",31,3
"4419","4C-17-019-03","4C-17-019",45,2
"4420","4C-17-019-04","4C-17-019",37,1
"4421","4C-17-019-05","4C-17-019",23,1
"4422","4C-17-019-06","4C-17-019",58,1
"4423","4C-17-019-07","4C-17-019",36,1
"4424","4C-17-020-01","4C-17-020",33,3
"4425","4C-17-020-02","4C-17-020",35,2
"4426","4C-17-020-03","4C-17-020",59,3
"4427","4C-17-020-04","4C-17-020",57,2
"4428","4C-17-020-05","4C-17-020",11,2
"4429","4C-17-020-06","4C-17-020",31,2
"4430","4C-17-021-01","4C-17-021",29,3
"4431","4C-17-021-02","4C-17-021",59,3
"4432","4C-17-021-03","4C-17-021",77,2
"4433","4C-17-022-01","4C-17-022",31,3
"4434","4C-17-022-02","4C-17-022",19,3
"4435","4C-17-022-03","4C-17-022",30,3
"4436","4C-17-022-04","4C-17-022",61,3
"4437","4C-17-023-01","4C-17-023",31,3
"4438","4C-17-023-02","4C-17-023",33,3
"4439","4C-17-023-03","4C-17-023",10,2
"4440","4C-17-023-04","4C-17-023",43,3
"4441","4C-17-023-05","4C-17-023",45,2
"4442","4C-17-023-06","4C-17-023",41,2
"4443","4C-17-024-01","4C-17-024",30,3
"4444","4C-17-024-02","4C-17-024",34,2
"4445","4C-17-024-03","4C-17-024",13,2
"4446","4C-17-024-04","4C-17-024",38,2
"4447","4C-17-024-05","4C-17-024",52,2
"4448","4C-17-025-01","4C-17-025",26,3
"4449","4C-17-025-02","4C-17-025",60,1
"4450","4C-17-025-03","4C-17-025",64,2
"4451","4C-17-025-04","4C-17-025",36,2
"4452","4C-17-025-05","4C-17-025",51,2
"4453","4C-17-025-06","4C-17-025",25,1
"4454","4C-17-025-07","4C-17-025",39,1
"4455","4C-17-026-01","4C-17-026",25,3
"4456","4C-17-026-02","4C-17-026",52,3
"4457","4C-17-026-03","4C-17-026",42,2
"4458","4C-17-026-04","4C-17-026",32,2
"4459","4C-17-026-05","4C-17-026",0,1
"4460","4C-17-027-01","4C-17-027",32,3
"4461","4C-17-027-02","4C-17-027",64,2
"4462","4C-17-027-03","4C-17-027",21,2
"4463","4C-17-027-04","4C-17-027",60,2
"4464","4C-17-027-05","4C-17-027",57,3
"4465","4C-17-028-01","4C-17-028",41,3
"4466","4C-17-028-02","4C-17-028",44,3
"4467","4C-17-028-03","4C-17-028",38,2
"4468","4C-17-028-04","4C-17-028",12,2
"4469","4C-17-028-05","4C-17-028",41,2
"4470","4C-17-028-06","4C-17-028",0,1
"4471","4C-17-029-01","4C-17-029",19,3
"4472","4C-17-029-02","4C-17-029",24,3
"4473","4C-17-029-03","4C-17-029",54,3
"4474","4C-17-029-04","4C-17-029",0,3
"4475","4C-17-030-01","4C-17-030",35,3
"4476","4C-17-030-02","4C-17-030",50,2
"4477","4C-17-030-03","4C-17-030",55,3
"4478","4C-17-030-04","4C-17-030",56,3
"4479","4C-17-031-01","4C-17-031",20,3
"4480","4C-17-031-02","4C-17-031",35,3
"4481","4C-17-031-03","4C-17-031",45,2
"4482","4C-17-031-04","4C-17-031",47,2
"4483","4C-17-031-05","4C-17-031",17,2
"4484","4C-17-032-01","4C-17-032",28,3
"4485","4C-17-032-02","4C-17-032",29,2
"4486","4C-17-032-03","4C-17-032",50,2
"4487","4C-17-032-04","4C-17-032",52,2
"4488","4C-17-032-05","4C-17-032",5,1
"4489","4C-17-033-01","4C-17-033",24,3
"4490","4C-17-033-02","4C-17-033",53,2
"4491","4C-17-034-01","4C-17-034",29,3
"4492","4C-17-034-02","4C-17-034",29,3
"4493","4C-17-034-03","4C-17-034",31,2
"4494","4C-17-034-04","4C-17-034",27,2
"4495","4C-17-035-01","4C-17-035",33,3
"4496","4C-17-035-02","4C-17-035",70,3
"4497","4C-17-035-03","4C-17-035",26,2
"4498","4C-17-036-01","4C-17-036",29,3
"4499","4C-17-036-02","4C-17-036",60,3
"4500","4C-17-036-03","4C-17-036",28,3
"4501","4C-17-036-04","4C-17-036",50,1
"4502","4C-17-037-01","4C-17-037",30,3
"4503","4C-17-037-02","4C-17-037",76,2
"4504","4C-17-037-03","4C-17-037",49,3
"4505","4C-17-037-04","4C-17-037",72,2
"4506","4C-17-038-01","4C-17-038",31,3
"4507","4C-17-038-02","4C-17-038",41,2
"4508","4C-17-038-03","4C-17-038",62,2
"4509","4C-17-038-04","4C-17-038",36,2
"4510","4C-17-038-05","4C-17-038",2,3
"4511","4C-17-038-06","4C-17-038",41,1
"4512","4C-17-038-07","4C-17-038",17,1
"4513","4C-17-038-08","4C-17-038",40,1
"4514","4C-17-038-09","4C-17-038",43,2
"4515","4C-17-039-01","4C-17-039",29,3
"4516","4C-17-039-02","4C-17-039",32,2
"4517","4C-17-039-03","4C-17-039",51,2
"4518","4C-17-040-01","4C-17-040",34,3
"4519","4C-17-040-02","4C-17-040",57,2
"4520","4C-17-040-03","4C-17-040",42,2
"4521","4C-17-041-01","4C-17-041",37,2
"4522","4C-17-041-02","4C-17-041",28,3
"4523","4C-17-041-03","4C-17-041",36,2
"4524","4C-17-041-04","4C-17-041",24,2
"4525","4C-17-041-05","4C-17-041",15,2
"4526","4C-17-042-01","4C-17-042",23,3
"4527","4C-17-042-02","4C-17-042",64,3
"4528","4C-17-042-03","4C-17-042",42,2
"4529","4C-17-042-04","4C-17-042",57,2
"4530","4C-17-042-05","4C-17-042",23,2
"4531","4C-17-042-06","4C-17-042",14,2
"4532","4C-17-043-01","4C-17-043",25,3
"4533","4C-17-043-02","4C-17-043",27,2
"4534","4C-17-043-03","4C-17-043",60,2
"4535","4C-17-043-04","4C-17-043",35,2
"4536","4C-17-044-01","4C-17-044",35,3
"4537","4C-17-044-02","4C-17-044",55,3
"4538","4C-17-044-03","4C-17-044",60,3
"4539","4C-17-044-04","4C-17-044",36,2
"4540","4C-17-045-01","4C-17-045",30,3
"4541","4C-17-045-02","4C-17-045",34,3
"4542","4C-17-045-03","4C-17-045",58,3
"4543","4C-17-045-04","4C-17-045",57,3
"4544","4C-17-045-05","4C-17-045",5,2
"4545","4C-17-046-01","4C-17-046",43,3
"4546","4C-17-046-02","4C-17-046",41,3
"4547","4C-17-046-03","4C-17-046",45,2
"4548","4C-17-047-01","4C-17-047",25,3
"4549","4C-17-047-02","4C-17-047",57,2
"4550","4C-17-047-03","4C-17-047",47,2
"4551","4C-17-047-04","4C-17-047",23,3
"4552","4C-17-047-05","4C-17-047",23,2
"4553","4C-17-048-01","4C-17-048",27,3
"4554","4C-17-048-02","4C-17-048",28,3
"4555","4C-17-048-03","4C-17-048",56,2
"4556","4C-17-048-04","4C-17-048",2,1
"4557","4C-17-048-05","4C-17-048",27,1
"4558","4C-17-049-01","4C-17-049",33,3
